id,ok,fps,stride,step_err,width,height,frames,duration_s,codec,gps,gps_samples,min_accel,mean_speed,calm,error
training_227,True,59.94,16,0.0010010010010010895,1280,720,720,12.012012012012011,h264,ok,12,-4.4355647567296685,8.7225,False,
training_228,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.8899999999999997,8.123999999999999,False,
training_229,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.4000000000000004,5.6450000000000005,True,
training_23,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,no_1hz_pairs,4,,,False,
training_230,True,59.94,16,0.0010010010010010895,1280,720,600,10.01001001001001,h264,ok,10,-1.4800000000000004,5.516,True,
training_231,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-2.0500000000000007,6.432,True,
training_234,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.7799999999999994,6.973999999999999,True,
training_235,True,30.0,8,0.0,1280,720,360,12.0,h264,ok,12,-3.2699999999999996,7.5,False,
training_237,True,59.94,16,0.0010010010010010895,1280,720,600,10.01001001001001,h264,ok,10,-1.4100000000000001,5.425,True,
training_239,True,29.97,8,0.0010010010010010895,1280,720,600,20.02002002002002,h264,no_1hz_pairs,7,,,False,
training_243,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,no_1hz_pairs,3,,,False,
training_244,True,59.94,16,0.0010010010010010895,1280,720,720,12.012012012012011,h264,ok,12,-6.58658610871791,8.855,False,
training_245,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,no_1hz_pairs,3,,,False,
training_246,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,no_1hz_pairs,4,,,False,
training_247,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-5.49,5.881,False,
training_248,True,59.94,16,0.0010010010010010895,1280,720,600,10.01001001001001,h264,ok,10,-2.7,3.4939999999999998,True,
training_250,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,no_1hz_pairs,5,,,False,
training_251,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,5,-0.41000000000000014,6.525999999999999,True,
training_252,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-3.82,5.539,False,
training_253,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,4,-0.11999999999999922,7.9425,True,
training_255,True,59.94,16,0.0010010010010010895,1280,720,600,10.01001001001001,h264,ok,10,-2.51,6.394,True,
training_256,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-6.859999999999999,8.759,False,
training_259,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-1.6100000000000003,5.836,True,
training_262,True,60.0,16,0.0,1280,720,600,10.0,h264,ok,10,-1.92,5.134,True,
training_263,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.75,5.498,True,
training_264,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-3.47,5.628,False,
training_266,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,no_1hz_pairs,4,,,False,
training_268,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.04,5.936999999999999,True,
training_269,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,no_1hz_pairs,3,,,False,
training_27,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.1899999999999995,5.161,True,
training_271,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-4.83,7.583,False,
training_272,True,59.94,16,0.0010010010010010895,1280,720,600,10.01001001001001,h264,ok,10,-6.2700000000000005,8.786,False,
training_273,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-4.220000000000001,6.772999999999999,False,
training_277,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,no_1hz_pairs,3,,,False,
training_278,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.87,4.474,True,
training_279,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.5200000000000005,5.513999999999999,True,
training_28,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.6399999999999997,5.7429999999999986,True,
training_280,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.0300000000000002,5.351999999999999,True,
training_283,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-0.90283759141857,3.9309999999999996,True,
training_285,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.82,6.848000000000001,False,
training_286,True,29.97,8,0.0010010010010010895,1280,720,780,26.026026026026027,h264,ok,26,-4.139999999999999,12.732692307692307,False,
training_287,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-6.709999999999999,8.419999999999998,False,
training_288,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.303090679640314,6.279,True,
training_29,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.77,1.4209999999999998,True,
training_290,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.09,5.561,True,
training_291,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,no_1hz_pairs,3,,,False,
training_293,True,59.94,16,0.0010010010010010895,1280,720,600,10.01001001001001,h264,ok,10,-0.9900000000000002,4.635,True,
training_296,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-2.62,5.5,True,
training_3,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,no_1hz_pairs,2,,,False,
training_30,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.3899999999999997,5.427999999999999,True,
training_300,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.3200000000000003,5.595,True,
training_301,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.2799999999999994,12.478,False,
training_303,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-6.24,2.1550000000000002,False,
training_304,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.55,6.643000000000001,True,
training_305,True,60.0,16,0.0,1280,720,600,10.0,h264,ok,10,-2.0700000000000003,5.487,True,
training_306,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-7.45,7.453,False,
training_309,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-5.25,8.295,False,
training_31,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.2599999999999998,5.563,True,
training_314,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-1.9100000000000001,6.644000000000001,True,
training_315,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-4.51,2.229,False,
training_316,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,no_1hz_pairs,3,,,False,
training_32,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.08,5.375000000000001,True,
training_321,True,29.97,8,0.0010010010010010895,1280,720,390,13.013013013013014,h264,ok,13,-4.489999999999999,9.59076923076923,False,
training_322,True,59.94,16,0.0010010010010010895,1280,720,600,10.01001001001001,h264,ok,10,-3.7300000000000004,10.725,False,
training_323,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-6.06,7.894,False,
training_325,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.3499999999999996,5.837000000000001,True,
training_329,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.6400000000000001,3.197,True,
training_331,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-5.56,3.3050000000000006,False,
training_337,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-4.76,10.178,False,
training_339,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.31,4.705,True,
training_34,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.9499999999999997,1.921,True,
training_340,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-2.1400000000000006,6.577,True,
training_345,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.5699999999999994,6.424999999999999,True,
training_346,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-4.300000000000001,11.492,False,
training_347,True,29.97,8,0.0010010010010010895,1280,720,390,13.013013013013014,h264,ok,13,-3.5300000000000002,8.16923076923077,False,
training_348,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-4.450000000000001,5.632,False,
training_349,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.01,4.147,True,
training_35,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.280000000000001,9.767,True,
training_350,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.28,3.9560000000000004,True,
training_352,True,59.94,16,0.0010010010010010895,1280,720,960,16.016016016016017,h264,ok,16,-3.209999999999999,4.664375,False,
training_353,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-4.819999999999999,4.933999999999999,False,
training_354,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.8099999999999996,6.6129999999999995,True,
training_356,True,30.0,8,0.0,1280,720,300,10.0,h264,no_1hz_pairs,4,,,False,
training_357,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.34,3.8520000000000003,True,
training_358,True,30.0,8,0.0,1280,720,300,10.0,h264,no_1hz_pairs,3,,,False,
training_359,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,no_1hz_pairs,4,,,False,
training_361,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.2900000000000003,5.1610000000000005,True,
training_362,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.8299999999999998,4.456999999999999,True,
training_363,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.7000000000000002,4.369,True,
training_364,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.67,9.341000000000001,False,
training_365,True,60.0,16,0.0,1280,720,900,15.0,h264,no_1hz_pairs,5,,,False,
training_366,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.17,8.491,False,
training_367,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-4.619999999999999,6.718999999999999,False,
training_368,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.42,4.4159999999999995,True,
training_369,True,59.94,16,0.0010010010010010895,1280,720,600,10.01001001001001,h264,ok,10,-1.6900000000000004,5.598,True,
training_370,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-4.68,9.33,False,
training_373,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.6100000000000003,3.8979999999999997,True,
training_374,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-4.73,4.58,False,
training_375,True,30.0,8,0.0,1280,720,300,10.0,h264,no_1hz_pairs,4,,,False,
training_376,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.4499999999999997,4.859,True,
training_378,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,4,-0.6199999999999992,6.867500000000001,True,
training_379,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.9200000000000004,3.093,True,
training_38,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-3.910000000000001,8.309000000000001,False,
training_380,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.9900000000000002,1.564,True,
training_383,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.499999999999999,4.646,False,
training_386,True,29.97,8,0.0010010010010010895,1280,720,510,17.017017017017018,h264,ok,17,-0.8300000000000001,4.363529411764706,True,
training_387,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-0.98,4.125,True,
training_388,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.0899999999999999,5.021,True,
training_389,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,13,-2.8100000000000005,5.470769230769231,True,
training_392,True,29.97,8,0.0010010010010010895,1280,720,480,16.016016016016017,h264,ok,16,-4.300000000000001,8.084375,False,
training_394,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.6999999999999993,10.406,False,
training_395,True,29.97,8,0.0010010010010010895,1280,720,450,15.015015015015015,h264,ok,15,-4.680000000000001,9.358666666666666,False,
training_4,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.4,7.956,False,
training_40,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.5300000000000002,6.121,True,
training_403,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,no_1hz_pairs,2,,,False,
training_405,True,59.94,16,0.0010010010010010895,1280,720,600,10.01001001001001,h264,ok,10,-2.6499999999999995,5.161,True,
training_406,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,no_1hz_pairs,3,,,False,
training_408,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.4800000000000004,11.696,False,
training_410,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-4.140000000000001,9.222,False,
training_411,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-4.71,5.372999999999999,False,
training_413,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.8100000000000003,5.332,True,
training_415,True,59.94,16,0.0010010010010010895,1280,720,600,10.01001001001001,h264,ok,10,-2.3000000000000003,3.5819999999999994,True,
training_419,True,59.94,16,0.0010010010010010895,1280,720,600,10.01001001001001,h264,ok,10,-1.5100000000000002,4.4670000000000005,True,
training_420,True,29.97,8,0.0010010010010010895,1280,720,540,18.01801801801802,h264,ok,18,-3.74,5.531666666666667,False,
training_422,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.3799999999999994,1.557,True,
training_423,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.4765869771351365,2.973,True,
training_426,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-5.09,4.93,False,
training_427,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-2.54,6.476000000000001,True,
training_428,True,59.94,16,0.0010010010010010895,1280,720,660,11.01101101101101,h264,ok,12,-2.6787511764864065,4.642499999999999,True,
training_429,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.75,4.682,True,
training_430,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,no_1hz_pairs,5,,,False,
training_431,True,59.94,16,0.0010010010010010895,1280,720,600,10.01001001001001,h264,ok,10,-3.11,2.214,False,
training_432,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-3.24,1.314,False,
training_433,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-4.56,9.383,False,
training_434,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.6000000000000005,4.875,False,
training_439,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.6999999999999997,5.572000000000001,True,
training_44,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.59,6.954999999999998,True,
training_443,True,29.97,8,0.0010010010010010895,1280,720,360,12.012012012012011,h264,ok,12,-5.51,7.278333333333332,False,
training_446,True,59.94,16,0.0010010010010010895,1280,720,600,10.01001001001001,h264,ok,10,-1.8599999999999999,5.33,True,
training_447,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.2000000000000002,4.386000000000001,True,
training_448,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.4600000000000004,4.9110000000000005,True,
training_449,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.54,5.254,True,
training_45,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.4099999999999997,5.313000000000001,True,
training_450,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.7299999999999995,5.703,False,
training_451,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.23,4.191999999999999,True,
training_453,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.0699999999999994,4.8740000000000006,True,
training_454,True,59.94,16,0.0010010010010010895,1280,720,780,13.013013013013014,h264,ok,13,-4.77,7.9253846153846155,False,
training_455,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.6,5.433,True,
training_457,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.63,4.71,True,
training_458,True,30.0,8,0.0,1280,720,300,10.0,h264,too_short,1,,,False,
training_461,True,59.94,16,0.0010010010010010895,1280,720,600,10.01001001001001,h264,ok,11,-3.8800000000000003,2.6272727272727274,False,
training_462,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-2.8000000000000007,6.996,True,
training_465,True,30.0,8,0.0,1280,720,300,10.0,h264,no_1hz_pairs,2,,,False,
training_468,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.3200000000000003,2.318,True,
training_469,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,too_short,1,,,False,
training_47,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-2.2,5.531000000000001,True,
training_470,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,no_1hz_pairs,3,,,False,
training_471,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-6.7,5.897,False,
training_473,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.210000000000001,9.441,False,
training_474,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.58,4.958,True,
training_475,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,too_short,1,,,False,
training_476,True,29.97,8,0.0010010010010010895,1280,720,360,12.012012012012011,h264,ok,12,-4.24,10.222499999999998,False,
training_478,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.78,5.182,True,
training_479,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.0500000000000007,5.894000000000001,True,
training_481,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-4.43,8.298,False,
training_482,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-5.140000000000001,6.1,False,
training_484,True,29.97,8,0.0010010010010010895,1280,720,390,13.013013013013014,h264,ok,13,-3.68,2.8053846153846154,False,
training_485,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.24,4.047,True,
training_489,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,no_1hz_pairs,2,,,False,
training_490,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.57,1.989,True,
training_491,True,30.0,8,0.0,1280,720,340,11.333333333333334,h264,ok,18,-2.460000000000001,7.179999999999999,True,
training_494,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.6800000000000006,9.567,True,
training_496,True,29.97,8,0.0010010010010010895,1280,720,360,12.012012012012011,h264,ok,12,-4.08,6.946666666666666,False,
training_499,True,60.0,16,0.0,1280,720,600,10.0,h264,ok,10,-2.4300000000000006,5.279999999999999,True,
training_5,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-3.12,5.316000000000001,False,
training_500,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.87,3.993,True,
training_501,True,29.97,8,0.0010010010010010895,1280,720,360,12.012012012012011,h264,ok,12,-3.9300000000000006,6.0474999999999985,False,
training_502,True,59.94,16,0.0010010010010010895,1280,720,600,10.01001001001001,h264,no_1hz_pairs,4,,,False,
training_507,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-1.4800000000000004,6.068,True,
training_508,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,no_1hz_pairs,4,,,False,
training_51,True,29.97,8,0.0010010010010010895,1280,720,360,12.012012012012011,h264,ok,12,-0.8599999999999999,4.6625,True,
training_511,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-2.5999999999999996,3.896000000000001,True,
training_513,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-2.8094815642182125,1.161,True,
training_519,True,29.97,8,0.0010010010010010895,1280,720,480,16.016016016016017,h264,ok,16,-3.51,6.271875,False,
training_52,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,no_1hz_pairs,3,,,False,
training_520,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.6,6.992999999999999,True,
training_521,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.74,11.872,False,
training_522,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,11,-2.5417200109078797,5.315454545454545,True,
training_523,True,30.0,8,0.0,1280,720,300,10.0,h264,no_1hz_pairs,3,,,False,
training_524,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.2511853631307637,2.162,False,
training_527,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.58,4.974,True,
training_529,True,29.97,8,0.0010010010010010895,1280,720,360,12.012012012012011,h264,ok,12,-3.750000000000001,6.496666666666666,False,
training_534,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.27,5.276,True,
training_539,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,no_1hz_pairs,4,,,False,
training_54,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-4.26,5.486,False,
training_547,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-6.260329455994416,7.569000000000001,False,
training_550,True,29.97,8,0.0010010010010010895,1280,720,360,12.012012012012011,h264,ok,12,-4.92,8.840833333333332,False,
training_556,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-4.96,9.422,False,
training_558,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,no_1hz_pairs,2,,,False,
training_56,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-3.0900000000000007,7.484,False,
training_561,True,60.0,16,0.0,1280,720,600,10.0,h264,ok,10,-5.3100000000000005,5.1259999999999994,False,
training_562,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-4.15,9.660000000000002,False,
training_564,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-2.6899999999999995,10.045,True,
training_566,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-5.145144771855632,4.263,False,
training_567,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-3.54,3.432,False,
training_568,True,29.97,8,0.0010010010010010895,1280,720,540,18.01801801801802,h264,no_1hz_pairs,6,,,False,
training_569,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-2.8,6.970000000000001,True,
training_571,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.6500000000000004,9.815999999999999,True,
training_572,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-3.5399999999999996,5.987,False,
training_574,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-6.550000000000001,4.35,False,
training_576,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.0900000000000003,6.275,True,
training_579,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.13,5.180000000000001,True,
training_580,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.77,5.735000000000001,True,
training_581,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.3200000000000003,5.546,True,
training_583,True,59.94,16,0.0010010010010010895,1280,720,600,10.01001001001001,h264,ok,10,-1.6,4.715000000000001,True,
training_584,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.3299999999999996,4.649,True,
training_585,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.31,4.744999999999999,True,
training_586,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-2.24,5.254,True,
training_589,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-3.16,5.694999999999999,False,
training_59,True,30.0,8,0.0,1280,720,300,10.0,h264,ok,10,-3.71962557148033,6.7490000000000006,False,
training_590,True,59.94,16,0.0010010010010010895,1280,720,600,10.01001001001001,h264,ok,10,-2.9799999999999995,5.599,True,
training_592,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.5300000000000002,4.5920000000000005,True,
training_595,True,60.0,16,0.0,1280,720,600,10.0,h264,ok,10,-1.7300000000000004,4.775,True,
training_596,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-5.51,10.617999999999999,False,
training_597,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,11,-2.3499999999999996,8.75909090909091,True,
training_598,True,29.97,8,0.0010010010010010895,1280,720,360,12.012012012012011,h264,ok,12,-7.98,9.624999999999998,False,
training_599,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-1.6399999999999997,5.822,True,
training_60,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-7.01,7.7459999999999996,False,
training_600,True,29.97,8,0.0010010010010010895,1280,720,420,14.014014014014014,h264,ok,14,-2.4899999999999984,13.236428571428572,True,
training_601,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-2.04,5.5440000000000005,True,
training_602,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.46,3.0180000000000002,False,
training_604,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-4.109999999999999,4.261,False,
training_606,True,29.97,8,0.0010010010010010895,1280,720,510,17.017017017017018,h264,ok,17,-3.7700000000000014,8.637058823529411,False,
training_608,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.0,7.325,True,
training_609,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.3400000000000003,6.607000000000001,False,
training_61,True,29.97,8,0.0010010010010010895,1280,720,300,10.01001001001001,h264,ok,10,-3.91,6.906000000000001,False,
